run_id,version,trade_id,symbol,side,entry_time,entry_price,exit_time,exit_price,sl,tp,exit_reason,risk_reward_at_open,heat_pips,mae_pips,mfe_pips,duration_minutes,profit_pips,r_multiple,soft_exit_saved,soft_exit_outcome,m5_prev_open,m5_prev_high,m5_prev_low,m5_prev_close,m5_prev_volume,m5_last_open,m5_last_high,m5_last_low,m5_last_close,m5_last_volume,m5_close_open,m5_close_high,m5_close_low,m5_close_close,m5_close_volume,m15_ema20,m15_ema50,m15_ema200,m15_rsi,m15_macd_hist,m15_atr,m15_trend,h1_ema20,h1_ema50,h1_ema200,h1_rsi,h1_macd_hist,h1_atr,h1_trend,close_m15_ema20,close_m15_ema50,close_m15_ema200,close_m15_rsi,close_m15_macd_hist,close_m15_atr,close_m15_trend,close_h1_ema20,close_h1_ema50,close_h1_ema200,close_h1_rsi,close_h1_macd_hist,close_h1_atr,close_h1_trend
grid_20251108T112458,1,EURJPY-2025-09-26T06:55:00.000Z-0,EURJPY,BUY,2025-09-26T06:55:00.000Z,174.867,2025-09-26T07:00:00.000Z,174.9582,174.791,174.9582,hard_tp,1.2,1.1,1.1,10,5,9.12,1.2,0,,174.82001,174.839,174.806,174.834,,174.826,174.87199,174.806,174.867,,174.86501,174.967,174.856,174.92101,,174.82289,174.78114,174.66768,57.82,0.0048,0.06628,bullish,174.74853,174.65003,174.11843,57.59,0.0101,0.15436,bullish,174.83624,174.78827,174.66973,66.69,0.0101,0.07193,bullish,174.76391,174.66023,174.12615,59.48,0.0138,0.14707,bullish
grid_20251108T112458,1,EURJPY-2025-09-26T13:30:00.000Z-1,EURJPY,BUY,2025-09-26T13:30:00.000Z,174.897,2025-09-26T14:00:00.000Z,174.946,174.80299,175.00981,soft_exit,1.2,1,1,8.8,30,4.9,0.52,0,TP,174.82899,174.881,174.825,174.858,,174.86099,174.907,174.85001,174.897,,174.944,174.976,174.91901,174.946,,174.84067,174.82966,174.71832,61.11,0.0072,0.09243,bullish,174.80544,174.70221,174.17243,58.83,0.0007,0.13786,bullish,174.86609,174.8412,174.72306,66.3,0.0203,0.09843,bullish,174.80339,174.70542,174.18073,50.12,-0.0055,0.14443,bullish
grid_20251108T112458,1,EURJPY-2025-09-26T13:35:00.000Z-2,EURJPY,BUY,2025-09-26T13:35:00.000Z,174.95,2025-09-26T14:00:00.000Z,174.946,174.81,175.118,soft_exit,1.2,5.6,5.6,3.5,25,-0.4,-0.03,1,SL,174.86099,174.907,174.85001,174.897,,174.90199,174.952,174.88699,174.95,,174.944,174.976,174.91901,174.946,,174.84067,174.82966,174.71832,61.11,0.0072,0.09243,bullish,174.80544,174.70221,174.17243,58.83,0.0007,0.13786,bullish,174.86609,174.8412,174.72306,66.3,0.0203,0.09843,bullish,174.80339,174.70542,174.18073,50.12,-0.0055,0.14443,bullish
grid_20251108T112458,1,EURJPY-2025-09-26T19:00:00.000Z-3,EURJPY,BUY,2025-09-26T19:00:00.000Z,174.91701,2025-09-26T19:55:00.000Z,174.99622,174.851,174.99622,hard_tp,1.2,1.1,1.1,8.9,55,7.92,1.2,0,,174.875,174.91,174.866,174.90199,,174.89799,174.92101,174.89101,174.91701,,174.942,175.006,174.92599,174.99699,,174.88804,174.86196,174.75315,53.71,0.0061,0.05536,bullish,174.84457,174.74111,174.21813,60.1,0.0071,0.14486,bullish,174.90633,174.87278,174.75883,61.26,0.008,0.05493,bullish,174.84457,174.74111,174.21813,60.1,0.0071,0.14486,bullish
grid_20251108T112458,1,EURJPY-2025-09-26T19:15:00.000Z-4,EURJPY,BUY,2025-09-26T19:15:00.000Z,174.94299,2025-09-26T19:55:00.000Z,175.00537,174.89101,175.00537,hard_tp,1.2,2.9,2.9,6.3,40,6.24,1.2,0,,174.914,174.927,174.90601,174.91,,174.91,174.94501,174.91,174.94299,,174.942,175.006,174.92599,174.99699,,174.89414,174.8655,174.75499,58.11,0.0069,0.05536,bullish,174.84457,174.74111,174.21813,60.1,0.0071,0.14486,bullish,174.90633,174.87278,174.75883,61.26,0.008,0.05493,bullish,174.84457,174.74111,174.21813,60.1,0.0071,0.14486,bullish
grid_20251108T112458,1,EURJPY-2025-09-26T19:45:00.000Z-5,EURJPY,BUY,2025-09-26T19:45:00.000Z,174.95599,2025-09-26T20:45:00.000Z,174.952,174.903,175.01958,soft_exit,1.2,4,4,5.1,60,-0.4,-0.08,1,SL,174.936,174.936,174.918,174.922,,174.91901,174.976,174.914,174.95599,,174.94501,174.967,174.916,174.952,,174.90633,174.87278,174.75883,61.26,0.008,0.05493,bullish,174.84457,174.74111,174.21813,60.1,0.0071,0.14486,bullish,174.91917,174.88384,174.76511,48.37,-0.0011,0.05693,bullish,174.84937,174.74712,174.22456,53.83,0.0038,0.14714,bullish
grid_20251108T112458,1,EURJPY-2025-09-26T19:55:00.000Z-6,EURJPY,BUY,2025-09-26T19:55:00.000Z,174.99699,2025-09-26T20:45:00.000Z,174.952,174.899,175.11458,soft_exit,1.2,8.1,8.1,1,50,-4.5,-0.46,1,SL,174.95599,174.961,174.937,174.944,,174.942,175.006,174.92599,174.99699,,174.94501,174.967,174.916,174.952,,174.90633,174.87278,174.75883,61.26,0.008,0.05493,bullish,174.84457,174.74111,174.21813,60.1,0.0071,0.14486,bullish,174.91917,174.88384,174.76511,48.37,-0.0011,0.05693,bullish,174.84937,174.74712,174.22456,53.83,0.0038,0.14714,bullish
grid_20251108T112458,1,EURJPY-2025-09-29T07:35:00.000Z-7,EURJPY,SELL,2025-09-29T07:35:00.000Z,174.278,2025-09-29T08:15:00.000Z,174.0788,174.444,174.0788,hard_tp,1.2,1.9,1.9,23.2,40,19.92,1.2,0,,174.40401,174.41901,174.341,174.34599,,174.34599,174.34801,174.263,174.278,,174.125,174.147,174.04601,174.047,,174.52331,174.6652,174.76176,25.12,-0.0185,0.10657,bearish,174.68569,174.70725,174.27368,27.54,-0.0701,0.15301,bearish,174.42058,174.60477,174.75374,18.21,-0.0368,0.11793,bearish,174.632,174.68427,174.27513,25.04,-0.0818,0.16201,bearish
grid_20251108T112458,1,EURJPY-2025-09-30T04:45:00.000Z-9,EURJPY,SELL,2025-09-30T04:45:00.000Z,174.047,2025-09-30T06:40:00.000Z,173.89818,174.17101,173.89818,hard_tp,1.2,8.3,8.3,15.8,115,14.88,1.2,0,,174.10899,174.15601,174.101,174.14101,,174.14101,174.161,174.043,174.047,,173.966,173.97701,173.88901,173.90401,,174.19841,174.2518,174.57325,36.01,-0.0214,0.09457,bearish,174.30419,174.45641,174.35112,37.79,-0.0026,0.17665,bearish,174.07828,174.18148,174.54343,31.97,-0.0208,0.10357,bearish,174.2282,174.41278,174.35441,31.11,-0.0294,0.19172,bearish
grid_20251108T112458,1,EURJPY-2025-09-30T05:15:00.000Z-10,EURJPY,SELL,2025-09-30T05:15:00.000Z,174.009,2025-09-30T06:45:00.000Z,173.84581,174.145,173.84581,hard_tp,1.2,4.6,4.6,18.5,90,16.32,1.2,0,,174.11099,174.13,174.075,174.08,,174.078,174.093,174.002,174.009,,173.901,173.91701,173.82401,173.82401,,174.16427,174.23337,174.56532,31.86,-0.0263,0.1005,bearish,174.2737,174.43792,174.35325,35.91,-0.0127,0.17779,bearish,174.0514,174.16637,174.53843,26.93,-0.0259,0.11057,bearish,174.2282,174.41278,174.35441,31.11,-0.0294,0.19172,bearish
grid_20251108T112458,1,EURJPY-2025-09-30T05:20:00.000Z-11,EURJPY,SELL,2025-09-30T05:20:00.000Z,173.972,2025-09-30T07:40:00.000Z,173.7644,174.145,173.7644,hard_tp,1.2,8.3,8.3,23.7,140,20.76,1.2,0,,174.078,174.093,174.002,174.009,,174.006,174.015,173.968,173.972,,173.836,173.92101,173.735,173.757,,174.16427,174.23337,174.56532,31.86,-0.0263,0.1005,bearish,174.2737,174.43792,174.35325,35.91,-0.0127,0.17779,bearish,173.99374,174.12848,174.52384,29.71,-0.021,0.11536,bearish,174.19018,174.38991,174.35567,32.81,-0.0352,0.19622,bearish
